,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",State,Arson
42,Fulton3,22.0,0.0,6.0,0.0,16.0,345.0,51.0,283.0,11.0,new-york,2.0
43,Genesee,39.0,0.0,16.0,5.0,18.0,430.0,74.0,322.0,34.0,new-york,0.0
44,Greene,7.0,0.0,,0.0,7.0,22.0,6.0,16.0,0.0,new-york,0.0
45,Hamilton,3.0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,new-york,0.0
46,Lewis,4.0,1.0,1.0,0.0,2.0,65.0,26.0,38.0,1.0,new-york,0.0
47,Montgomery,22.0,0.0,5.0,3.0,14.0,392.0,47.0,343.0,2.0,new-york,0.0
48,Otsego,19.0,0.0,0.0,3.0,16.0,59.0,23.0,33.0,3.0,new-york,0.0
49,Schuyler,7.0,0.0,1.0,0.0,6.0,25.0,10.0,14.0,1.0,new-york,0.0
50,Seneca,4.0,0.0,0.0,0.0,4.0,51.0,14.0,35.0,2.0,new-york,0.0
51,Steuben,13.0,0.0,7.0,0.0,6.0,118.0,29.0,85.0,4.0,new-york,1.0
52,St. Lawrence,14.0,0.0,2.0,0.0,12.0,50.0,7.0,42.0,1.0,new-york,0.0
53,Sullivan,29.0,1.0,0.0,3.0,25.0,294.0,56.0,233.0,5.0,new-york,3.0
54,Wyoming,14.0,0.0,3.0,1.0,10.0,152.0,35.0,115.0,2.0,new-york,0.0
55,,,,,,,,,,,new-york,0.0
0,Benton,27.0,0.0,4.0,0.0,23.0,183.0,49.0,120.0,14.0,oregon,4.0
1,Clackamas,365.0,8.0,100.0,80.0,177.0,5083.0,683.0,3815.0,585.0,oregon,20.0
2,Columbia,18.0,0.0,4.0,0.0,14.0,102.0,53.0,35.0,14.0,oregon,2.0
3,Deschutes,76.0,1.0,16.0,1.0,58.0,842.0,157.0,627.0,58.0,oregon,3.0
4,Josephine,35.0,0.0,1.0,5.0,29.0,372.0,127.0,118.0,127.0,oregon,5.0
5,Lane,307.0,0.0,29.0,12.0,266.0,1424.0,489.0,778.0,157.0,oregon,10.0
6,Linn,36.0,0.0,,7.0,17.0,958.0,234.0,628.0,96.0,oregon,9.0
7,Marion,65.0,5.0,,19.0,22.0,2176.0,415.0,1498.0,263.0,oregon,5.0
8,Multnomah,119.0,1.0,16.0,23.0,79.0,1352.0,130.0,1073.0,149.0,oregon,7.0
9,Polk,43.0,1.0,7.0,0.0,35.0,278.0,99.0,147.0,32.0,oregon,2.0
10,Washington,287.0,4.0,78.0,26.0,179.0,1921.0,325.0,1418.0,178.0,oregon,39.0
11,Yamhill,35.0,0.0,10.0,3.0,22.0,487.0,117.0,326.0,44.0,oregon,2.0
12,Baker,2.0,0.0,,0.0,2.0,67.0,15.0,49.0,3.0,oregon,0.0
13,Clatsop,12.0,2.0,,2.0,8.0,214.0,64.0,125.0,25.0,oregon,1.0
14,Coos,21.0,2.0,,4.0,14.0,652.0,168.0,401.0,83.0,oregon,1.0
15,Crook,51.0,1.0,7.0,0.0,43.0,180.0,50.0,106.0,24.0,oregon,4.0
16,Harney,5.0,0.0,0.0,0.0,5.0,65.0,15.0,13.0,37.0,oregon,1.0
17,Hood River,17.0,0.0,5.0,1.0,11.0,149.0,28.0,108.0,13.0,oregon,1.0
18,Jefferson,28.0,2.0,2.0,1.0,23.0,159.0,28.0,103.0,28.0,oregon,2.0
19,Morrow,33.0,0.0,5.0,2.0,26.0,209.0,43.0,141.0,25.0,oregon,4.0
20,Tillamook,10.0,0.0,1.0,0.0,9.0,181.0,63.0,92.0,26.0,oregon,3.0
21,Umatilla,51.0,5.0,9.0,1.0,36.0,433.0,147.0,235.0,51.0,oregon,7.0
22,Union,11.0,1.0,1.0,0.0,9.0,237.0,39.0,187.0,11.0,oregon,1.0
23,Wasco,27.0,0.0,4.0,1.0,22.0,96.0,36.0,56.0,4.0,oregon,2.0
24,Wheeler,2.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,1.0,oregon,0.0
0,Aiken,549.0,10.0,90.0,50.0,399.0,3105.0,902.0,1791.0,412.0,south-carolina,6.0
1,Anderson,918.0,16.0,66.0,91.0,745.0,6334.0,1560.0,4042.0,732.0,south-carolina,22.0
2,Beaufort,421.0,8.0,58.0,63.0,292.0,2360.0,501.0,1672.0,187.0,south-carolina,11.0
3,Berkeley,444.0,8.0,44.0,63.0,329.0,2847.0,735.0,1750.0,362.0,south-carolina,12.0
4,Calhoun,30.0,2.0,2.0,3.0,23.0,213.0,77.0,115.0,21.0,south-carolina,3.0
5,Chester,151.0,1.0,11.0,13.0,126.0,555.0,149.0,357.0,49.0,south-carolina,6.0
6,Darlington,224.0,4.0,25.0,28.0,167.0,1780.0,706.0,948.0,126.0,south-carolina,17.0
7,Fairfield,142.0,1.0,3.0,8.0,130.0,544.0,147.0,341.0,56.0,south-carolina,7.0
8,Florence,324.0,7.0,38.0,74.0,205.0,2507.0,784.0,1507.0,216.0,south-carolina,6.0
9,Greenville,1800.0,24.0,184.0,277.0,1315.0,9352.0,2281.0,6072.0,999.0,south-carolina,61.0
10,Horry,6.0,0.0,1.0,0.0,5.0,2.0,0.0,2.0,0.0,south-carolina,0.0
11,Horry County Police Department,994.0,21.0,201.0,120.0,652.0,6888.0,1412.0,4833.0,643.0,south-carolina,48.0
12,Jasper,40.0,4.0,4.0,14.0,18.0,503.0,134.0,311.0,58.0,south-carolina,2.0
13,Lancaster,254.0,5.0,25.0,29.0,195.0,1715.0,468.0,1173.0,74.0,south-carolina,8.0
14,Laurens,142.0,4.0,12.0,11.0,115.0,920.0,280.0,536.0,104.0,south-carolina,9.0
15,Lexington,514.0,11.0,65.0,78.0,360.0,4506.0,860.0,3115.0,531.0,south-carolina,17.0
16,Pickens,281.0,5.0,37.0,17.0,222.0,1587.0,545.0,853.0,189.0,south-carolina,4.0
17,Richland,1959.0,26.0,137.0,300.0,1496.0,9684.0,1832.0,6649.0,1203.0,south-carolina,36.0
18,Saluda,46.0,1.0,5.0,2.0,38.0,179.0,46.0,117.0,16.0,south-carolina,4.0
19,Spartanburg,749.0,14.0,70.0,94.0,571.0,5532.0,1287.0,3751.0,494.0,south-carolina,20.0
20,Sumter,354.0,1.0,22.0,22.0,309.0,1872.0,624.0,1093.0,155.0,south-carolina,11.0
21,Union,120.0,1.0,11.0,14.0,94.0,607.0,156.0,418.0,33.0,south-carolina,8.0
22,York,365.0,2.0,51.0,38.0,274.0,2235.0,598.0,1516.0,121.0,south-carolina,11.0
23,Abbeville,44.0,1.0,4.0,6.0,33.0,289.0,103.0,171.0,15.0,south-carolina,2.0
24,Bamberg,26.0,0.0,4.0,0.0,22.0,144.0,58.0,76.0,10.0,south-carolina,1.0
25,Barnwell,79.0,0.0,5.0,7.0,67.0,247.0,67.0,159.0,21.0,south-carolina,6.0
26,Cherokee,115.0,1.0,14.0,25.0,75.0,1236.0,358.0,807.0,71.0,south-carolina,4.0
27,Chesterfield,131.0,0.0,7.0,8.0,116.0,862.0,268.0,453.0,141.0,south-carolina,5.0
28,Clarendon,78.0,2.0,6.0,9.0,61.0,595.0,193.0,355.0,47.0,south-carolina,2.0
29,Colleton,209.0,3.0,17.0,17.0,172.0,806.0,225.0,505.0,76.0,south-carolina,15.0
30,Dillon,142.0,7.0,10.0,13.0,112.0,769.0,249.0,474.0,46.0,south-carolina,13.0
31,Georgetown,164.0,2.0,28.0,17.0,117.0,1184.0,320.0,748.0,116.0,south-carolina,7.0
32,Greenwood,165.0,0.0,25.0,15.0,125.0,1172.0,270.0,848.0,54.0,south-carolina,0.0
33,Hampton,51.0,0.0,3.0,8.0,40.0,233.0,76.0,145.0,12.0,south-carolina,0.0
34,Lee,66.0,1.0,4.0,7.0,54.0,307.0,98.0,173.0,36.0,south-carolina,7.0
35,Marion3,130.0,2.0,11.0,14.0,103.0,,270.0,299.0,,south-carolina,1.0
36,Marlboro,116.0,2.0,5.0,13.0,96.0,561.0,196.0,312.0,53.0,south-carolina,4.0
37,McCormick,21.0,0.0,0.0,3.0,18.0,90.0,35.0,44.0,11.0,south-carolina,0.0
38,Newberry,43.0,1.0,1.0,6.0,35.0,293.0,87.0,189.0,17.0,south-carolina,1.0
39,Oconee,146.0,1.0,36.0,9.0,100.0,1501.0,376.0,1032.0,93.0,south-carolina,5.0
40,Williamsburg,136.0,3.0,11.0,20.0,102.0,689.0,234.0,379.0,76.0,south-carolina,9.0
41,,,,,,,,,,,south-carolina,0.0
0,Allegheny,12.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
1,Berks,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
2,Blair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
3,Bucks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
4,Butler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
5,Cumberland,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
6,Erie,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,pennsylvania,0.0
7,Franklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
8,Lancaster,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
9,Lycoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
10,Mercer,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
11,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
12,Northampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
13,Pike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
14,Washington,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
15,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
16,York,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
17,Bedford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
18,Clarion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
19,Elk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
20,Greene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
21,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
22,Jefferson,4.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,pennsylvania,0.0
23,Lawrence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
24,Schuylkill,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,pennsylvania,0.0
25,Snyder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
26,Tioga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
27,Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
28,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
29,Wayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pennsylvania,0.0
0,Rockingham,7.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,new-hampshire,0.0
1,Strafford,4.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,new-hampshire,0.0
2,Carroll,13.0,0.0,1.0,2.0,10.0,78.0,19.0,52.0,7.0,new-hampshire,0.0
3,Cheshire,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,new-hampshire,0.0
4,Grafton,3.0,0.0,2.0,0.0,1.0,5.0,0.0,5.0,0.0,new-hampshire,0.0
5,Merrimack,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,new-hampshire,0.0
0,Alexander,9.0,0.0,0.0,0.0,9.0,39.0,11.0,24.0,4.0,illinois,1.0
1,Bond,0.0,0.0,0.0,0.0,0.0,63.0,24.0,38.0,1.0,illinois,0.0
2,Boone,28.0,0.0,12.0,2.0,14.0,167.0,25.0,135.0,7.0,illinois,3.0
3,Champaign,110.0,3.0,21.0,12.0,74.0,655.0,202.0,419.0,34.0,illinois,7.0
4,Clinton,9.0,0.0,1.0,0.0,8.0,64.0,11.0,50.0,3.0,illinois,0.0
5,Cook,167.0,7.0,29.0,22.0,109.0,689.0,162.0,447.0,80.0,illinois,16.0
6,De Kalb,34.0,2.0,11.0,3.0,18.0,148.0,25.0,118.0,5.0,illinois,2.0
7,De Witt,9.0,0.0,5.0,1.0,3.0,25.0,10.0,15.0,0.0,illinois,1.0
8,DuPage,73.0,1.0,8.0,20.0,44.0,764.0,140.0,586.0,38.0,illinois,0.0
9,Ford,19.0,0.0,6.0,2.0,11.0,84.0,25.0,50.0,9.0,illinois,5.0
10,Grundy,11.0,0.0,5.0,0.0,6.0,146.0,38.0,99.0,9.0,illinois,1.0
11,Henry,4.0,0.0,0.0,2.0,2.0,46.0,14.0,31.0,1.0,illinois,0.0
12,Jackson,21.0,0.0,1.0,0.0,20.0,242.0,79.0,152.0,11.0,illinois,1.0
13,Jersey,11.0,0.0,6.0,0.0,5.0,107.0,45.0,59.0,3.0,illinois,0.0
14,Kane,80.0,0.0,15.0,5.0,60.0,511.0,135.0,349.0,27.0,illinois,5.0
15,Kankakee,45.0,5.0,1.0,6.0,33.0,366.0,158.0,185.0,23.0,illinois,17.0
16,Kendall,36.0,0.0,8.0,4.0,24.0,222.0,71.0,140.0,11.0,illinois,4.0
17,Lake,90.0,0.0,20.0,18.0,52.0,1055.0,270.0,733.0,52.0,illinois,7.0
18,Macon,28.0,0.0,5.0,4.0,19.0,217.0,48.0,167.0,2.0,illinois,1.0
19,Macoupin,10.0,1.0,0.0,0.0,9.0,150.0,30.0,113.0,7.0,illinois,0.0
20,Madison,119.0,0.0,17.0,16.0,86.0,1023.0,239.0,731.0,53.0,illinois,6.0
21,Marshall,7.0,0.0,3.0,0.0,4.0,41.0,21.0,16.0,4.0,illinois,0.0
22,McHenry,74.0,0.0,17.0,2.0,55.0,275.0,53.0,208.0,14.0,illinois,0.0
23,McLean,20.0,2.0,5.0,0.0,13.0,99.0,34.0,58.0,7.0,illinois,0.0
24,Menard,4.0,0.0,2.0,1.0,1.0,31.0,8.0,23.0,0.0,illinois,0.0
25,Mercer,15.0,0.0,2.0,1.0,12.0,64.0,29.0,32.0,3.0,illinois,1.0
26,Monroe,3.0,0.0,1.0,0.0,2.0,42.0,13.0,28.0,1.0,illinois,0.0
27,Peoria,101.0,0.0,15.0,15.0,71.0,833.0,166.0,615.0,52.0,illinois,15.0
28,Piatt,22.0,0.0,1.0,0.0,21.0,105.0,31.0,69.0,5.0,illinois,1.0
29,Rock Island,41.0,0.0,6.0,4.0,31.0,304.0,64.0,239.0,1.0,illinois,3.0
30,Sangamon,151.0,1.0,36.0,17.0,97.0,602.0,211.0,343.0,48.0,illinois,7.0
31,Stark,0.0,0.0,0.0,0.0,0.0,41.0,10.0,28.0,3.0,illinois,0.0
32,St. Clair,99.0,2.0,20.0,24.0,53.0,632.0,356.0,238.0,38.0,illinois,6.0
33,Tazewell,40.0,0.0,15.0,0.0,25.0,171.0,55.0,114.0,2.0,illinois,1.0
34,Vermilion,81.0,0.0,22.0,7.0,52.0,448.0,130.0,297.0,21.0,illinois,1.0
35,Will,128.0,5.0,19.0,25.0,79.0,896.0,309.0,513.0,74.0,illinois,14.0
36,Williamson,9.0,0.0,4.0,0.0,5.0,297.0,87.0,195.0,15.0,illinois,1.0
37,Winnebago,134.0,3.0,34.0,20.0,77.0,874.0,285.0,530.0,59.0,illinois,7.0
38,Woodford,4.0,0.0,2.0,0.0,2.0,106.0,26.0,72.0,8.0,illinois,2.0
39,Adams,26.0,1.0,12.0,0.0,13.0,169.0,55.0,108.0,6.0,illinois,0.0
40,Brown,10.0,0.0,0.0,0.0,10.0,14.0,1.0,13.0,0.0,illinois,0.0
41,Bureau,25.0,0.0,2.0,1.0,22.0,130.0,56.0,71.0,3.0,illinois,1.0
42,Carroll,0.0,0.0,0.0,0.0,0.0,62.0,16.0,46.0,0.0,illinois,0.0
43,Cass,4.0,0.0,0.0,0.0,4.0,6.0,1.0,4.0,1.0,illinois,0.0
44,Clark,5.0,1.0,0.0,0.0,4.0,39.0,11.0,23.0,5.0,illinois,1.0
45,Clay,6.0,0.0,0.0,1.0,5.0,54.0,23.0,30.0,1.0,illinois,0.0
46,Coles,25.0,0.0,2.0,2.0,21.0,93.0,33.0,54.0,6.0,illinois,1.0
47,Crawford,4.0,0.0,0.0,0.0,4.0,45.0,18.0,25.0,2.0,illinois,2.0
48,Cumberland,3.0,0.0,1.0,0.0,2.0,22.0,9.0,12.0,1.0,illinois,0.0
49,Douglas,4.0,0.0,0.0,0.0,4.0,29.0,7.0,20.0,2.0,illinois,0.0
50,Effingham,18.0,0.0,2.0,1.0,15.0,161.0,48.0,106.0,7.0,illinois,2.0
51,Fayette,8.0,0.0,4.0,0.0,4.0,88.0,20.0,63.0,5.0,illinois,1.0
52,Franklin,30.0,0.0,0.0,0.0,30.0,262.0,93.0,167.0,2.0,illinois,0.0
53,Fulton,14.0,1.0,2.0,3.0,8.0,102.0,40.0,57.0,5.0,illinois,1.0
54,Gallatin,4.0,0.0,0.0,0.0,4.0,26.0,5.0,20.0,1.0,illinois,0.0
55,Greene,4.0,0.0,1.0,0.0,3.0,32.0,13.0,19.0,0.0,illinois,2.0
56,Hamilton,4.0,0.0,0.0,0.0,4.0,29.0,7.0,19.0,3.0,illinois,1.0
57,Hancock,7.0,0.0,1.0,1.0,5.0,102.0,39.0,59.0,4.0,illinois,0.0
58,Hardin,6.0,0.0,0.0,0.0,6.0,36.0,6.0,25.0,5.0,illinois,0.0
59,Iroquois,18.0,1.0,4.0,1.0,12.0,167.0,67.0,87.0,13.0,illinois,3.0
60,Jefferson,42.0,0.0,5.0,0.0,37.0,211.0,83.0,117.0,11.0,illinois,2.0
61,Jo Daviess,5.0,0.0,2.0,0.0,3.0,74.0,25.0,40.0,9.0,illinois,1.0
62,Johnson,34.0,0.0,0.0,0.0,34.0,68.0,16.0,48.0,4.0,illinois,0.0
63,Knox,38.0,0.0,3.0,3.0,32.0,150.0,50.0,96.0,4.0,illinois,0.0
64,La Salle,41.0,0.0,18.0,5.0,18.0,302.0,101.0,188.0,13.0,illinois,0.0
65,Lee,42.0,1.0,0.0,0.0,41.0,130.0,60.0,62.0,8.0,illinois,2.0
66,Livingston,22.0,0.0,12.0,4.0,6.0,180.0,46.0,129.0,5.0,illinois,1.0
67,Logan,7.0,0.0,1.0,0.0,6.0,58.0,28.0,23.0,7.0,illinois,0.0
68,Marion,22.0,0.0,5.0,0.0,17.0,86.0,47.0,35.0,4.0,illinois,0.0
69,Mason,16.0,0.0,6.0,1.0,9.0,76.0,23.0,47.0,6.0,illinois,3.0
70,Massac,9.0,1.0,1.0,1.0,6.0,54.0,20.0,32.0,2.0,illinois,2.0
71,McDonough,5.0,0.0,0.0,0.0,5.0,45.0,12.0,33.0,0.0,illinois,0.0
72,Montgomery,1.0,0.0,0.0,1.0,0.0,122.0,42.0,80.0,0.0,illinois,1.0
73,Morgan,19.0,0.0,5.0,2.0,12.0,106.0,39.0,62.0,5.0,illinois,1.0
74,Ogle,13.0,0.0,3.0,2.0,8.0,181.0,27.0,147.0,7.0,illinois,0.0
75,Perry,10.0,0.0,1.0,0.0,9.0,51.0,12.0,34.0,5.0,illinois,0.0
76,Pike,6.0,0.0,4.0,0.0,2.0,81.0,31.0,49.0,1.0,illinois,0.0
77,Putnam,1.0,0.0,0.0,0.0,1.0,14.0,6.0,7.0,1.0,illinois,0.0
78,Randolph,0.0,0.0,0.0,0.0,0.0,27.0,15.0,10.0,2.0,illinois,0.0
79,Richland,13.0,0.0,1.0,0.0,12.0,67.0,30.0,28.0,9.0,illinois,1.0
80,Schuyler,6.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,illinois,0.0
81,Scott,0.0,0.0,0.0,0.0,0.0,25.0,11.0,14.0,0.0,illinois,0.0
82,Stephenson,9.0,0.0,5.0,1.0,3.0,163.0,47.0,104.0,12.0,illinois,7.0
83,Union,24.0,0.0,15.0,0.0,9.0,84.0,25.0,56.0,3.0,illinois,0.0
84,Wabash,0.0,0.0,0.0,0.0,0.0,17.0,5.0,10.0,2.0,illinois,0.0
85,Warren,9.0,0.0,1.0,0.0,8.0,68.0,22.0,46.0,0.0,illinois,0.0
86,Washington,18.0,0.0,0.0,0.0,18.0,44.0,12.0,29.0,3.0,illinois,0.0
87,White,21.0,0.0,0.0,0.0,21.0,149.0,50.0,94.0,5.0,illinois,1.0
88,Whiteside,28.0,0.0,5.0,0.0,23.0,70.0,15.0,53.0,2.0,illinois,0.0
0,Burleigh,20.0,0.0,5.0,0.0,15.0,246.0,82.0,128.0,36.0,north-dakota,1.0
1,Cass,17.0,0.0,11.0,0.0,6.0,171.0,59.0,91.0,21.0,north-dakota,3.0
2,Grand Forks,4.0,0.0,1.0,0.0,3.0,113.0,35.0,69.0,9.0,north-dakota,0.0
3,Morton,10.0,0.0,4.0,1.0,5.0,115.0,26.0,74.0,15.0,north-dakota,4.0
4,Oliver,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,north-dakota,0.0
5,Sioux,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,north-dakota,0.0
6,Adams,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,north-dakota,0.0
7,Barnes,0.0,0.0,0.0,0.0,0.0,57.0,30.0,21.0,6.0,north-dakota,0.0
8,Benson,3.0,0.0,0.0,0.0,3.0,41.0,4.0,31.0,6.0,north-dakota,1.0
9,Billings,1.0,0.0,0.0,0.0,1.0,10.0,3.0,7.0,0.0,north-dakota,0.0
10,Bottineau,4.0,0.0,0.0,0.0,4.0,70.0,19.0,37.0,14.0,north-dakota,0.0
11,Bowman,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,5.0,north-dakota,0.0
12,Burke,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,north-dakota,0.0
13,Cavalier,3.0,0.0,2.0,0.0,1.0,30.0,9.0,19.0,2.0,north-dakota,0.0
14,Dickey,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,north-dakota,1.0
15,Divide,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,north-dakota,0.0
16,Dunn,1.0,0.0,0.0,0.0,1.0,30.0,5.0,21.0,4.0,north-dakota,1.0
17,Eddy,7.0,0.0,4.0,0.0,3.0,27.0,5.0,19.0,3.0,north-dakota,0.0
18,Emmons,3.0,0.0,1.0,0.0,2.0,36.0,9.0,21.0,6.0,north-dakota,1.0
19,Foster,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,north-dakota,0.0
20,Golden Valley,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,north-dakota,0.0
21,Grant,2.0,0.0,1.0,0.0,1.0,7.0,4.0,3.0,0.0,north-dakota,0.0
22,Griggs,0.0,0.0,0.0,0.0,0.0,13.0,6.0,6.0,1.0,north-dakota,0.0
23,Hettinger,2.0,0.0,0.0,0.0,2.0,23.0,4.0,16.0,3.0,north-dakota,1.0
24,Kidder,0.0,0.0,0.0,0.0,0.0,14.0,2.0,5.0,7.0,north-dakota,0.0
25,Lamoure,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,north-dakota,0.0
26,Logan,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,north-dakota,0.0
27,McHenry,2.0,0.0,0.0,0.0,2.0,46.0,12.0,28.0,6.0,north-dakota,0.0
28,McIntosh,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,north-dakota,0.0
29,McKenzie,25.0,0.0,5.0,0.0,20.0,205.0,40.0,122.0,43.0,north-dakota,0.0
30,McLean,12.0,0.0,3.0,0.0,9.0,132.0,24.0,88.0,20.0,north-dakota,1.0
31,Mercer,9.0,0.0,0.0,1.0,8.0,22.0,5.0,14.0,3.0,north-dakota,0.0
32,Mountrail,6.0,0.0,1.0,0.0,5.0,77.0,5.0,61.0,11.0,north-dakota,2.0
33,Nelson,3.0,0.0,1.0,0.0,2.0,47.0,7.0,36.0,4.0,north-dakota,0.0
34,Pembina,3.0,0.0,1.0,0.0,2.0,69.0,16.0,37.0,16.0,north-dakota,1.0
35,Pierce,3.0,0.0,1.0,0.0,2.0,20.0,8.0,8.0,4.0,north-dakota,0.0
36,Ramsey,4.0,0.0,0.0,0.0,4.0,34.0,5.0,18.0,11.0,north-dakota,0.0
37,Ransom,6.0,1.0,0.0,0.0,5.0,24.0,10.0,8.0,6.0,north-dakota,0.0
38,Renville,2.0,0.0,0.0,0.0,2.0,11.0,1.0,6.0,4.0,north-dakota,0.0
39,Richland,7.0,0.0,3.0,0.0,4.0,100.0,19.0,70.0,11.0,north-dakota,0.0
40,Rolette,6.0,0.0,0.0,1.0,5.0,46.0,14.0,27.0,5.0,north-dakota,1.0
41,Sargent,5.0,0.0,1.0,0.0,4.0,13.0,2.0,8.0,3.0,north-dakota,0.0
42,Sheridan,1.0,0.0,0.0,0.0,1.0,21.0,4.0,16.0,1.0,north-dakota,0.0
43,Slope,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,north-dakota,0.0
44,Stark,3.0,0.0,0.0,0.0,3.0,48.0,7.0,29.0,12.0,north-dakota,0.0
45,Steele,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,north-dakota,0.0
46,Stutsman,4.0,0.0,4.0,0.0,0.0,68.0,18.0,44.0,6.0,north-dakota,0.0
47,Traill,3.0,0.0,1.0,1.0,1.0,56.0,16.0,36.0,4.0,north-dakota,1.0
48,Walsh,7.0,0.0,1.0,0.0,6.0,87.0,12.0,70.0,5.0,north-dakota,1.0
49,Ward,30.0,0.0,7.0,6.0,17.0,227.0,88.0,91.0,48.0,north-dakota,0.0
50,Wells,2.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,north-dakota,0.0
51,Williams,18.0,0.0,4.0,0.0,14.0,224.0,54.0,129.0,41.0,north-dakota,0.0
0,Andrew,33.0,2.0,2.0,1.0,28.0,107.0,38.0,63.0,6.0,missouri,0.0
1,Bates,50.0,0.0,1.0,0.0,49.0,125.0,49.0,64.0,12.0,missouri,0.0
2,Bollinger,87.0,1.0,3.0,7.0,76.0,91.0,34.0,51.0,6.0,missouri,0.0
3,Boone,125.0,0.0,14.0,11.0,100.0,601.0,130.0,413.0,58.0,missouri,10.0
4,Buchanan,28.0,1.0,0.0,2.0,25.0,188.0,62.0,95.0,31.0,missouri,9.0
5,Caldwell,17.0,0.0,0.0,0.0,17.0,68.0,28.0,36.0,4.0,missouri,0.0
6,Callaway,117.0,3.0,16.0,8.0,90.0,502.0,160.0,303.0,39.0,missouri,1.0
7,Cape Girardeau,33.0,0.0,0.0,5.0,28.0,196.0,73.0,112.0,11.0,missouri,0.0
8,Cass,60.0,1.0,5.0,2.0,52.0,406.0,120.0,249.0,37.0,missouri,0.0
