,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson,State,Rape
13,Rogers,109.0,3.0,2.0,93.0,472.0,187.0,216.0,69.0,4.0,oklahoma,11.0
14,Sequoyah,88.0,2.0,1.0,69.0,301.0,122.0,155.0,24.0,7.0,oklahoma,16.0
15,Tulsa,228.0,6.0,16.0,188.0,924.0,321.0,416.0,187.0,7.0,oklahoma,18.0
16,Wagoner,48.0,1.0,5.0,37.0,295.0,115.0,150.0,30.0,10.0,oklahoma,5.0
17,Adair,38.0,1.0,1.0,25.0,159.0,59.0,79.0,21.0,4.0,oklahoma,11.0
18,Alfalfa,1.0,0.0,0.0,1.0,26.0,10.0,13.0,3.0,0.0,oklahoma,0.0
19,Atoka,5.0,0.0,0.0,4.0,68.0,24.0,27.0,17.0,0.0,oklahoma,1.0
20,Beaver,0.0,0.0,0.0,0.0,14.0,4.0,8.0,2.0,0.0,oklahoma,0.0
21,Beckham,9.0,0.0,0.0,7.0,77.0,34.0,33.0,10.0,3.0,oklahoma,2.0
22,Blaine,10.0,0.0,0.0,7.0,104.0,38.0,56.0,10.0,1.0,oklahoma,3.0
23,Bryan,30.0,0.0,1.0,22.0,321.0,138.0,137.0,46.0,2.0,oklahoma,7.0
24,Caddo,12.0,0.0,0.0,11.0,165.0,72.0,73.0,20.0,5.0,oklahoma,1.0
25,Carter,29.0,0.0,3.0,10.0,208.0,64.0,119.0,25.0,4.0,oklahoma,16.0
26,Cherokee,69.0,4.0,5.0,54.0,461.0,169.0,213.0,79.0,4.0,oklahoma,6.0
27,Choctaw,47.0,0.0,0.0,47.0,79.0,28.0,34.0,17.0,0.0,oklahoma,0.0
28,Cimarron,0.0,0.0,0.0,0.0,10.0,2.0,4.0,4.0,0.0,oklahoma,0.0
29,Coal,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,oklahoma,0.0
30,Craig,13.0,0.0,0.0,9.0,106.0,45.0,48.0,13.0,5.0,oklahoma,4.0
31,Custer,12.0,1.0,0.0,9.0,113.0,44.0,56.0,13.0,0.0,oklahoma,2.0
32,Delaware,46.0,0.0,3.0,35.0,263.0,67.0,156.0,40.0,5.0,oklahoma,8.0
33,Dewey,2.0,0.0,0.0,0.0,40.0,16.0,19.0,5.0,1.0,oklahoma,2.0
34,Ellis,7.0,0.0,0.0,6.0,51.0,16.0,30.0,5.0,2.0,oklahoma,1.0
35,Garvin,30.0,0.0,1.0,21.0,269.0,80.0,167.0,22.0,11.0,oklahoma,8.0
36,Grant,3.0,0.0,0.0,3.0,31.0,11.0,14.0,6.0,1.0,oklahoma,0.0
37,Harmon,2.0,0.0,0.0,1.0,9.0,2.0,7.0,0.0,0.0,oklahoma,1.0
38,Haskell,7.0,0.0,0.0,6.0,66.0,29.0,29.0,8.0,1.0,oklahoma,1.0
39,Hughes,8.0,0.0,0.0,7.0,121.0,27.0,81.0,13.0,2.0,oklahoma,1.0
40,Jackson,15.0,0.0,0.0,12.0,46.0,15.0,22.0,9.0,1.0,oklahoma,3.0
41,Jefferson,11.0,0.0,0.0,9.0,18.0,8.0,6.0,4.0,0.0,oklahoma,2.0
42,Johnston,14.0,2.0,1.0,7.0,32.0,14.0,11.0,7.0,1.0,oklahoma,4.0
43,Kay,24.0,0.0,0.0,24.0,68.0,33.0,28.0,7.0,0.0,oklahoma,0.0
44,Kingfisher,13.0,0.0,0.0,10.0,84.0,9.0,66.0,9.0,1.0,oklahoma,3.0
45,Kiowa,5.0,0.0,0.0,4.0,26.0,10.0,12.0,4.0,1.0,oklahoma,1.0
46,Latimer,15.0,0.0,1.0,13.0,85.0,34.0,36.0,15.0,3.0,oklahoma,1.0
47,Le Flore,37.0,0.0,2.0,31.0,281.0,88.0,152.0,41.0,3.0,oklahoma,4.0
48,Love,18.0,0.0,4.0,10.0,100.0,19.0,65.0,16.0,2.0,oklahoma,4.0
49,Major,5.0,0.0,0.0,3.0,30.0,10.0,13.0,7.0,1.0,oklahoma,2.0
50,Marshall,19.0,3.0,2.0,12.0,209.0,78.0,92.0,39.0,0.0,oklahoma,2.0
51,Mayes,38.0,0.0,1.0,25.0,327.0,90.0,170.0,67.0,7.0,oklahoma,12.0
52,McCurtain,29.0,0.0,1.0,20.0,318.0,124.0,145.0,49.0,15.0,oklahoma,8.0
53,McIntosh,37.0,1.0,1.0,28.0,221.0,104.0,87.0,30.0,3.0,oklahoma,7.0
54,Murray,10.0,0.0,0.0,8.0,10.0,6.0,3.0,1.0,0.0,oklahoma,2.0
55,Muskogee,73.0,0.0,2.0,64.0,295.0,124.0,144.0,27.0,5.0,oklahoma,7.0
56,Noble,6.0,0.0,0.0,5.0,76.0,25.0,36.0,15.0,2.0,oklahoma,1.0
57,Nowata,12.0,0.0,0.0,11.0,65.0,20.0,28.0,17.0,2.0,oklahoma,1.0
58,Okfuskee,13.0,1.0,1.0,8.0,145.0,63.0,63.0,19.0,3.0,oklahoma,3.0
59,Ottawa,15.0,0.0,0.0,10.0,122.0,31.0,63.0,28.0,1.0,oklahoma,5.0
60,Payne,25.0,3.0,0.0,21.0,221.0,64.0,116.0,41.0,5.0,oklahoma,1.0
61,Pittsburg,55.0,3.0,1.0,42.0,422.0,195.0,186.0,41.0,2.0,oklahoma,9.0
62,Pontotoc,21.0,0.0,0.0,17.0,143.0,65.0,64.0,14.0,0.0,oklahoma,4.0
63,Pottawatomie,65.0,1.0,4.0,40.0,540.0,188.0,271.0,81.0,1.0,oklahoma,20.0
64,Pushmataha,14.0,0.0,0.0,14.0,91.0,44.0,39.0,8.0,6.0,oklahoma,0.0
65,Roger Mills,9.0,0.0,0.0,9.0,31.0,5.0,23.0,3.0,2.0,oklahoma,0.0
66,Seminole,29.0,0.0,1.0,20.0,257.0,103.0,123.0,31.0,7.0,oklahoma,8.0
67,Stephens,19.0,0.0,0.0,16.0,152.0,49.0,80.0,23.0,0.0,oklahoma,3.0
68,Texas,9.0,0.0,0.0,6.0,51.0,13.0,34.0,4.0,1.0,oklahoma,3.0
69,Tillman,1.0,0.0,0.0,1.0,27.0,14.0,11.0,2.0,0.0,oklahoma,0.0
70,Washita,14.0,0.0,0.0,12.0,52.0,8.0,37.0,7.0,1.0,oklahoma,2.0
71,Woods,6.0,0.0,0.0,5.0,23.0,4.0,14.0,5.0,0.0,oklahoma,1.0
0,Ada,257.0,0.0,4.0,186.0,595.0,131.0,443.0,21.0,10.0,idaho,67.0
1,Bannock,5.0,0.0,0.0,3.0,37.0,9.0,20.0,8.0,0.0,idaho,2.0
2,Boise,17.0,0.0,1.0,15.0,62.0,7.0,51.0,4.0,0.0,idaho,1.0
3,Bonneville,109.0,1.0,3.0,90.0,607.0,157.0,409.0,41.0,5.0,idaho,15.0
4,Butte,7.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,idaho,0.0
5,Canyon,117.0,1.0,3.0,85.0,430.0,139.0,200.0,91.0,3.0,idaho,28.0
6,Franklin,8.0,1.0,0.0,7.0,34.0,20.0,14.0,0.0,0.0,idaho,0.0
7,Gem,22.0,1.0,0.0,18.0,64.0,25.0,32.0,7.0,0.0,idaho,3.0
8,Jefferson,19.0,0.0,0.0,17.0,68.0,12.0,50.0,6.0,0.0,idaho,2.0
9,Jerome,13.0,0.0,0.0,11.0,95.0,32.0,52.0,11.0,0.0,idaho,2.0
10,Kootenai,149.0,1.0,4.0,129.0,707.0,175.0,490.0,42.0,3.0,idaho,15.0
11,Nez Perce,8.0,0.0,0.0,4.0,83.0,11.0,67.0,5.0,0.0,idaho,4.0
12,Owyhee,30.0,0.0,0.0,24.0,60.0,14.0,39.0,7.0,0.0,idaho,6.0
13,Power,10.0,0.0,0.0,5.0,29.0,5.0,21.0,3.0,0.0,idaho,5.0
14,Twin Falls,42.0,0.0,0.0,33.0,136.0,60.0,62.0,14.0,2.0,idaho,9.0
15,Adams,10.0,0.0,0.0,10.0,43.0,6.0,37.0,0.0,0.0,idaho,0.0
16,Benewah,25.0,1.0,1.0,22.0,36.0,7.0,22.0,7.0,1.0,idaho,1.0
17,Bingham,27.0,1.0,1.0,21.0,154.0,44.0,95.0,15.0,0.0,idaho,4.0
18,Blaine,5.0,0.0,0.0,3.0,18.0,7.0,10.0,1.0,0.0,idaho,2.0
19,Bonner,26.0,0.0,0.0,25.0,342.0,111.0,190.0,41.0,2.0,idaho,1.0
20,Camas,3.0,0.0,0.0,3.0,8.0,2.0,6.0,0.0,0.0,idaho,0.0
21,Cassia,34.0,0.0,1.0,32.0,257.0,23.0,209.0,25.0,0.0,idaho,1.0
22,Clark,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,idaho,1.0
23,Custer,4.0,1.0,0.0,2.0,16.0,4.0,11.0,1.0,0.0,idaho,1.0
24,Elmore,29.0,1.0,0.0,25.0,55.0,7.0,38.0,10.0,2.0,idaho,3.0
25,Fremont,2.0,0.0,0.0,1.0,42.0,5.0,34.0,3.0,0.0,idaho,1.0
26,Gooding,19.0,1.0,0.0,16.0,41.0,11.0,19.0,11.0,0.0,idaho,2.0
27,Idaho,26.0,0.0,1.0,22.0,63.0,20.0,35.0,8.0,0.0,idaho,3.0
28,Latah,14.0,1.0,0.0,6.0,89.0,22.0,63.0,4.0,0.0,idaho,7.0
29,Lemhi,6.0,0.0,0.0,6.0,9.0,4.0,3.0,2.0,0.0,idaho,0.0
30,Lewis,5.0,0.0,0.0,5.0,49.0,11.0,29.0,9.0,0.0,idaho,0.0
31,Lincoln,17.0,0.0,0.0,15.0,26.0,9.0,15.0,2.0,0.0,idaho,2.0
32,Madison,22.0,0.0,0.0,15.0,54.0,12.0,34.0,8.0,0.0,idaho,7.0
33,Minidoka,12.0,0.0,0.0,11.0,82.0,21.0,53.0,8.0,0.0,idaho,1.0
34,Oneida,5.0,0.0,0.0,4.0,19.0,8.0,8.0,3.0,0.0,idaho,1.0
35,Payette,14.0,0.0,0.0,11.0,85.0,7.0,66.0,12.0,0.0,idaho,3.0
36,Shoshone,14.0,0.0,0.0,12.0,106.0,34.0,62.0,10.0,0.0,idaho,2.0
37,Teton,15.0,0.0,0.0,13.0,33.0,4.0,28.0,1.0,0.0,idaho,2.0
38,Valley,22.0,0.0,0.0,16.0,58.0,22.0,35.0,1.0,0.0,idaho,6.0
0,Albany,25.0,1.0,1.0,19.0,121.0,21.0,90.0,10.0,0.0,new_york,4.0
1,Broome,51.0,0.0,11.0,18.0,486.0,60.0,403.0,23.0,1.0,new_york,22.0
2,Chemung,9.0,0.0,0.0,7.0,221.0,18.0,198.0,5.0,0.0,new_york,2.0
3,Dutchess,38.0,0.0,6.0,20.0,353.0,48.0,279.0,26.0,2.0,new_york,12.0
4,Erie,50.0,0.0,2.0,48.0,505.0,72.0,411.0,22.0,7.0,new_york,0.0
5,Herkimer,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,new_york,0.0
6,Jefferson,28.0,0.0,0.0,23.0,227.0,18.0,204.0,5.0,1.0,new_york,5.0
7,Livingston,32.0,0.0,3.0,15.0,283.0,31.0,250.0,2.0,1.0,new_york,14.0
8,Madison,20.0,0.0,0.0,14.0,85.0,15.0,68.0,2.0,0.0,new_york,6.0
9,Monroe,209.0,0.0,42.0,123.0,2341.0,264.0,2001.0,76.0,2.0,new_york,44.0
10,Nassau,1179.0,9.0,339.0,791.0,9655.0,583.0,8677.0,395.0,35.0,new_york,40.0
11,Niagara,56.0,0.0,6.0,36.0,475.0,78.0,372.0,25.0,0.0,new_york,14.0
12,Oneida,70.0,0.0,3.0,19.0,309.0,53.0,240.0,16.0,0.0,new_york,48.0
13,Onondaga,191.0,0.0,29.0,113.0,1518.0,210.0,1204.0,104.0,9.0,new_york,49.0
14,Ontario,69.0,2.0,5.0,36.0,669.0,87.0,571.0,11.0,0.0,new_york,26.0
15,Orleans,15.0,0.0,1.0,8.0,115.0,19.0,87.0,9.0,0.0,new_york,6.0
16,Oswego,33.0,1.0,3.0,12.0,268.0,40.0,202.0,26.0,0.0,new_york,17.0
17,Putnam,18.0,0.0,4.0,10.0,127.0,15.0,108.0,4.0,0.0,new_york,4.0
18,Rensselaer,18.0,0.0,5.0,8.0,230.0,21.0,199.0,10.0,1.0,new_york,5.0
19,Schoharie,5.0,0.0,0.0,4.0,18.0,2.0,13.0,3.0,3.0,new_york,1.0
20,Suffolk,34.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,new_york,0.0
21,Suffolk County Police Department,1183.0,24.0,281.0,719.0,14828.0,891.0,13161.0,776.0,42.0,new_york,159.0
22,Tioga,7.0,0.0,1.0,1.0,140.0,45.0,89.0,6.0,1.0,new_york,5.0
23,Ulster,21.0,0.0,1.0,14.0,145.0,25.0,115.0,5.0,0.0,new_york,6.0
24,Washington,30.0,0.0,1.0,3.0,67.0,12.0,55.0,0.0,0.0,new_york,26.0
25,Wayne,63.0,0.0,7.0,40.0,333.0,81.0,237.0,15.0,3.0,new_york,16.0
26,Westchester Public Safety,30.0,0.0,2.0,27.0,199.0,10.0,182.0,7.0,2.0,new_york,1.0
27,Yates,12.0,0.0,0.0,9.0,98.0,31.0,66.0,1.0,0.0,new_york,3.0
28,Allegany,3.0,0.0,0.0,3.0,7.0,0.0,3.0,4.0,0.0,new_york,0.0
29,Cattaraugus,48.0,0.0,0.0,35.0,202.0,44.0,136.0,22.0,6.0,new_york,13.0
30,Chautauqua,33.0,1.0,2.0,14.0,428.0,148.0,266.0,14.0,9.0,new_york,16.0
31,Chenango,32.0,0.0,1.0,16.0,274.0,71.0,194.0,9.0,1.0,new_york,15.0
32,Clinton,11.0,0.0,0.0,11.0,34.0,3.0,31.0,0.0,0.0,new_york,0.0
33,Columbia,25.0,1.0,1.0,17.0,251.0,54.0,189.0,8.0,3.0,new_york,6.0
34,Delaware,22.0,0.0,0.0,10.0,151.0,46.0,100.0,5.0,0.0,new_york,12.0
35,Essex,2.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,new_york,0.0
36,Franklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_york,0.0
37,Fulton,22.0,0.0,1.0,12.0,288.0,34.0,247.0,7.0,0.0,new_york,9.0
38,Greene,13.0,0.0,3.0,8.0,26.0,7.0,19.0,0.0,2.0,new_york,2.0
39,Hamilton,1.0,0.0,0.0,1.0,6.0,1.0,5.0,0.0,0.0,new_york,0.0
40,Lewis,12.0,0.0,0.0,8.0,54.0,18.0,33.0,3.0,0.0,new_york,4.0
41,Montgomery,6.0,0.0,1.0,5.0,212.0,8.0,192.0,12.0,1.0,new_york,0.0
42,Otsego,13.0,0.0,0.0,8.0,29.0,3.0,24.0,2.0,1.0,new_york,5.0
43,Schuyler,5.0,0.0,0.0,4.0,10.0,2.0,7.0,1.0,0.0,new_york,1.0
44,Seneca,2.0,0.0,0.0,1.0,43.0,2.0,41.0,0.0,0.0,new_york,1.0
45,Steuben,9.0,0.0,0.0,7.0,47.0,13.0,31.0,3.0,1.0,new_york,2.0
46,St. Lawrence,11.0,0.0,1.0,8.0,25.0,8.0,15.0,2.0,0.0,new_york,2.0
47,Sullivan,27.0,0.0,1.0,20.0,273.0,34.0,234.0,5.0,1.0,new_york,6.0
0,Box Elder2,12.0,1.0,0.0,6.0,131.0,40.0,81.0,10.0,0.0,utah,5.0
1,Cache,32.0,0.0,1.0,8.0,150.0,15.0,95.0,40.0,4.0,utah,23.0
2,Davis,50.0,0.0,1.0,35.0,213.0,28.0,173.0,12.0,0.0,utah,14.0
3,Juab,3.0,0.0,0.0,2.0,54.0,8.0,39.0,7.0,0.0,utah,1.0
4,Morgan3,4.0,0.0,0.0,2.0,,,21.0,3.0,0.0,utah,2.0
5,Salt Lake County Unified Police Department,731.0,5.0,145.0,425.0,8002.0,983.0,6028.0,991.0,20.0,utah,156.0
6,Tooele,12.0,0.0,1.0,7.0,218.0,25.0,173.0,20.0,1.0,utah,4.0
7,Utah,87.0,2.0,3.0,52.0,323.0,38.0,260.0,25.0,2.0,utah,30.0
8,Washington,28.0,1.0,3.0,19.0,138.0,31.0,94.0,13.0,0.0,utah,5.0
9,Weber,94.0,0.0,6.0,56.0,963.0,291.0,583.0,89.0,2.0,utah,32.0
10,Carbon,10.0,0.0,0.0,5.0,93.0,25.0,63.0,5.0,0.0,utah,5.0
11,Grand,16.0,0.0,1.0,14.0,79.0,5.0,70.0,4.0,0.0,utah,1.0
12,Iron2,49.0,0.0,0.0,41.0,119.0,37.0,65.0,17.0,1.0,utah,8.0
13,Kane,7.0,0.0,0.0,7.0,24.0,6.0,13.0,5.0,0.0,utah,0.0
14,Millard,20.0,1.0,0.0,15.0,213.0,34.0,154.0,25.0,0.0,utah,4.0
15,Rich,3.0,0.0,0.0,3.0,18.0,1.0,17.0,0.0,0.0,utah,0.0
16,San Juan,6.0,1.0,1.0,3.0,38.0,7.0,25.0,6.0,0.0,utah,1.0
17,Sanpete,21.0,0.0,1.0,16.0,94.0,21.0,65.0,8.0,2.0,utah,4.0
18,Sevier2,8.0,0.0,0.0,6.0,98.0,17.0,73.0,8.0,1.0,utah,2.0
19,Summit,33.0,0.0,4.0,27.0,399.0,58.0,320.0,21.0,0.0,utah,2.0
20,Uintah,55.0,0.0,1.0,32.0,158.0,48.0,91.0,19.0,4.0,utah,22.0
21,Wasatch,31.0,0.0,0.0,11.0,91.0,14.0,67.0,10.0,0.0,utah,20.0
22,,,,,,,,,,0.0,utah,0.0
0,Allen,184.0,2.0,29.0,117.0,642.0,128.0,436.0,78.0,1.0,indiana,36.0
1,Bartholomew,51.0,0.0,2.0,31.0,402.0,75.0,287.0,40.0,0.0,indiana,18.0
2,Floyd,16.0,2.0,1.0,12.0,281.0,37.0,200.0,44.0,0.0,indiana,1.0
3,Franklin,4.0,0.0,0.0,4.0,137.0,30.0,89.0,18.0,0.0,indiana,0.0
4,Hancock,60.0,0.0,5.0,53.0,233.0,50.0,145.0,38.0,1.0,indiana,2.0
5,Howard,56.0,0.0,4.0,49.0,126.0,29.0,86.0,11.0,0.0,indiana,3.0
6,La Porte,57.0,1.0,10.0,44.0,416.0,130.0,233.0,53.0,1.0,indiana,2.0
7,Madison,37.0,0.0,6.0,15.0,369.0,95.0,249.0,25.0,3.0,indiana,16.0
8,Porter,38.0,2.0,2.0,24.0,350.0,77.0,248.0,25.0,0.0,indiana,10.0
9,Shelby,58.0,1.0,3.0,50.0,154.0,46.0,90.0,18.0,2.0,indiana,4.0
10,Tippecanoe,41.0,1.0,6.0,22.0,500.0,120.0,344.0,36.0,3.0,indiana,12.0
11,Vanderburgh,51.0,1.0,4.0,37.0,482.0,61.0,399.0,22.0,1.0,indiana,9.0
12,Vigo3,218.0,0.0,10.0,197.0,,190.0,,91.0,10.0,indiana,11.0
13,Warrick,88.0,2.0,6.0,74.0,508.0,84.0,386.0,38.0,0.0,indiana,6.0
14,Blackford4,8.0,1.0,1.0,6.0,16.0,5.0,11.0,0.0,1.0,indiana,0.0
15,Clinton,19.0,1.0,0.0,12.0,175.0,47.0,121.0,7.0,0.0,indiana,6.0
16,Gibson,32.0,0.0,0.0,25.0,116.0,23.0,81.0,12.0,1.0,indiana,7.0
17,Grant,36.0,0.0,1.0,31.0,254.0,89.0,158.0,7.0,0.0,indiana,4.0
18,Jackson,12.0,0.0,0.0,11.0,277.0,67.0,189.0,21.0,0.0,indiana,1.0
19,Jay,7.0,1.0,0.0,6.0,53.0,4.0,43.0,6.0,0.0,indiana,0.0
20,Jennings,10.0,3.0,0.0,2.0,89.0,70.0,19.0,0.0,1.0,indiana,5.0
21,Lawrence,27.0,0.0,10.0,16.0,142.0,55.0,53.0,34.0,0.0,indiana,1.0
22,Pulaski,41.0,0.0,2.0,37.0,118.0,23.0,83.0,12.0,0.0,indiana,2.0
23,Scott,6.0,0.0,0.0,2.0,219.0,70.0,144.0,5.0,1.0,indiana,4.0
24,Starke4,36.0,1.0,3.0,31.0,196.0,38.0,137.0,21.0,0.0,indiana,1.0
25,Steuben4,12.0,0.0,0.0,8.0,322.0,63.0,207.0,52.0,1.0,indiana,4.0
26,Wayne,6.0,1.0,0.0,2.0,147.0,37.0,92.0,18.0,0.0,indiana,3.0
27,White,12.0,0.0,0.0,12.0,44.0,20.0,19.0,5.0,0.0,indiana,0.0
28,,,,,,,,,,0.0,indiana,0.0
29,,,,,,,,,,0.0,indiana,0.0
0,Natrona,48.0,0.0,2.0,36.0,145.0,50.0,79.0,16.0,1.0,wyoming,10.0
1,Albany,6.0,0.0,0.0,5.0,28.0,4.0,22.0,2.0,0.0,wyoming,1.0
2,Big Horn,3.0,0.0,0.0,1.0,20.0,3.0,16.0,1.0,1.0,wyoming,2.0
3,Campbell,73.0,0.0,0.0,65.0,118.0,19.0,83.0,16.0,0.0,wyoming,8.0
4,Carbon,9.0,0.0,0.0,8.0,38.0,4.0,33.0,1.0,0.0,wyoming,1.0
5,Converse,11.0,0.0,0.0,11.0,34.0,1.0,32.0,1.0,0.0,wyoming,0.0
6,Crook,4.0,0.0,0.0,3.0,17.0,2.0,14.0,1.0,0.0,wyoming,1.0
7,Fremont,13.0,0.0,0.0,9.0,183.0,22.0,144.0,17.0,0.0,wyoming,4.0
8,Goshen,10.0,0.0,0.0,9.0,27.0,9.0,16.0,2.0,0.0,wyoming,1.0
9,Hot Springs,2.0,0.0,0.0,2.0,8.0,1.0,7.0,0.0,0.0,wyoming,0.0
10,Johnson,4.0,0.0,0.0,3.0,22.0,5.0,13.0,4.0,0.0,wyoming,1.0
11,Lincoln,16.0,0.0,0.0,9.0,119.0,37.0,77.0,5.0,1.0,wyoming,7.0
12,Niobrara,4.0,0.0,0.0,4.0,10.0,2.0,8.0,0.0,0.0,wyoming,0.0
13,Park2,13.0,0.0,0.0,5.0,67.0,20.0,43.0,4.0,1.0,wyoming,8.0
14,Platte,0.0,0.0,0.0,0.0,44.0,8.0,32.0,4.0,0.0,wyoming,0.0
15,Sheridan,3.0,0.0,0.0,3.0,47.0,7.0,31.0,9.0,0.0,wyoming,0.0
16,Sublette,3.0,0.0,0.0,3.0,45.0,2.0,40.0,3.0,0.0,wyoming,0.0
17,Sweetwater,16.0,0.0,0.0,12.0,83.0,16.0,58.0,9.0,1.0,wyoming,4.0
18,Uinta,2.0,0.0,0.0,2.0,40.0,5.0,34.0,1.0,0.0,wyoming,0.0
19,Washakie,2.0,0.0,0.0,1.0,22.0,3.0,13.0,6.0,0.0,wyoming,1.0
20,Weston,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,wyoming,0.0
0,Androscoggin,13.0,0.0,1.0,7.0,100.0,25.0,69.0,6.0,1.0,maine,5.0
1,Cumberland,29.0,0.0,2.0,18.0,285.0,57.0,207.0,21.0,0.0,maine,9.0
2,Penobscot,5.0,0.0,2.0,3.0,226.0,46.0,163.0,17.0,0.0,maine,0.0
3,Sagadahoc2,8.0,0.0,1.0,6.0,58.0,17.0,36.0,5.0,1.0,maine,1.0
4,York,20.0,0.0,4.0,12.0,291.0,70.0,209.0,12.0,0.0,maine,4.0
5,Aroostook,6.0,0.0,0.0,6.0,77.0,25.0,48.0,4.0,0.0,maine,0.0
6,Franklin,6.0,0.0,0.0,2.0,38.0,7.0,30.0,1.0,0.0,maine,4.0
7,Hancock,4.0,0.0,0.0,3.0,72.0,16.0,49.0,7.0,0.0,maine,1.0
8,Kennebec,21.0,0.0,1.0,16.0,174.0,51.0,117.0,6.0,0.0,maine,4.0
9,Knox,5.0,0.0,0.0,5.0,156.0,21.0,122.0,13.0,1.0,maine,0.0
10,Lincoln,25.0,0.0,0.0,6.0,128.0,29.0,92.0,7.0,0.0,maine,19.0
11,Oxford,25.0,0.0,3.0,9.0,223.0,56.0,156.0,11.0,0.0,maine,13.0
12,Piscataquis,4.0,0.0,0.0,2.0,45.0,10.0,32.0,3.0,0.0,maine,2.0
13,Somerset,33.0,0.0,3.0,16.0,296.0,59.0,212.0,25.0,6.0,maine,14.0
14,Waldo2,13.0,0.0,1.0,12.0,75.0,33.0,38.0,4.0,0.0,maine,0.0
15,Washington,14.0,0.0,0.0,13.0,82.0,26.0,54.0,2.0,0.0,maine,1.0
0,Alameda,633.0,5.0,210.0,391.0,2169.0,354.0,1324.0,491.0,21.0,california,27.0
1,Butte,283.0,5.0,28.0,218.0,1290.0,524.0,724.0,42.0,3.0,california,32.0
2,Contra Costa,332.0,8.0,89.0,207.0,1499.0,411.0,1053.0,35.0,11.0,california,28.0
3,El Dorado,173.0,3.0,29.0,94.0,1695.0,482.0,1186.0,27.0,4.0,california,47.0
4,Fresno,1082.0,14.0,102.0,928.0,3281.0,1378.0,1304.0,599.0,129.0,california,38.0
5,Imperial,211.0,2.0,7.0,191.0,588.0,178.0,324.0,86.0,22.0,california,11.0
6,Kern,2864.0,29.0,433.0,2158.0,9449.0,2756.0,4680.0,2013.0,275.0,california,244.0
7,Kings,125.0,2.0,19.0,85.0,432.0,114.0,297.0,21.0,1.0,california,19.0
8,Los Angeles,5564.0,68.0,1443.0,3753.0,15040.0,2798.0,8595.0,3647.0,220.0,california,300.0
9,Madera,457.0,1.0,14.0,408.0,1017.0,375.0,621.0,21.0,7.0,california,34.0
10,Marin,63.0,1.0,12.0,45.0,738.0,143.0,591.0,4.0,1.0,california,5.0
11,Merced,500.0,4.0,24.0,453.0,1515.0,487.0,956.0,72.0,8.0,california,19.0
12,Monterey,258.0,3.0,36.0,194.0,1125.0,361.0,733.0,31.0,7.0,california,25.0
13,Napa,69.0,0.0,7.0,51.0,269.0,55.0,212.0,2.0,0.0,california,11.0
14,Orange,247.0,2.0,21.0,213.0,881.0,142.0,642.0,97.0,4.0,california,11.0
15,Placer,183.0,3.0,13.0,139.0,1077.0,278.0,769.0,30.0,9.0,california,28.0
16,Riverside,932.0,24.0,179.0,692.0,7220.0,1454.0,4320.0,1446.0,24.0,california,37.0
17,Sacramento,2408.0,36.0,685.0,1526.0,8067.0,2276.0,5634.0,157.0,67.0,california,161.0
18,San Benito,33.0,0.0,2.0,24.0,152.0,34.0,105.0,13.0,0.0,california,7.0
19,San Bernardino,1503.0,27.0,189.0,1172.0,3945.0,1142.0,1875.0,928.0,53.0,california,115.0
20,San Diego,1499.0,10.0,224.0,1161.0,4300.0,901.0,2498.0,901.0,30.0,california,104.0
21,San Joaquin,903.0,5.0,162.0,701.0,2439.0,719.0,1589.0,131.0,24.0,california,35.0
22,San Luis Obispo,181.0,5.0,5.0,145.0,963.0,331.0,614.0,18.0,7.0,california,26.0
23,San Mateo,324.0,3.0,62.0,188.0,3245.0,297.0,2612.0,336.0,5.0,california,71.0
24,Santa Barbara,232.0,2.0,26.0,187.0,1257.0,305.0,938.0,14.0,8.0,california,17.0
25,Santa Clara,356.0,2.0,25.0,289.0,1518.0,178.0,1154.0,186.0,4.0,california,40.0
26,Santa Cruz,331.0,5.0,34.0,234.0,1630.0,439.0,1174.0,17.0,7.0,california,58.0
27,Shasta,386.0,4.0,34.0,307.0,824.0,415.0,332.0,77.0,12.0,california,41.0
28,Solano,109.0,1.0,18.0,77.0,377.0,110.0,192.0,75.0,7.0,california,13.0
29,Sonoma,497.0,1.0,36.0,415.0,1089.0,350.0,733.0,6.0,22.0,california,45.0
30,Stanislaus,370.0,8.0,90.0,255.0,1602.0,559.0,1000.0,43.0,13.0,california,17.0
31,Sutter,77.0,1.0,13.0,59.0,576.0,167.0,350.0,59.0,1.0,california,4.0
32,Tulare2,334.0,9.0,64.0,231.0,1893.0,637.0,1254.0,2.0,0.0,california,30.0
33,Ventura,159.0,5.0,25.0,111.0,543.0,112.0,363.0,68.0,13.0,california,18.0
34,Yolo,69.0,0.0,6.0,55.0,294.0,79.0,204.0,11.0,1.0,california,8.0
